,code,abbreviation,name,type,name_en
9778,253050,GLAHBA,国联安货币A,货币型,GUOLIANANHUOBIA
9779,253051,GLAHBB,国联安货币B,货币型,GUOLIANANHUOBIB
9780,253060,GLAXXZZZQA,国联安信心增长债券A,债券型,GUOLIANANXINXINZENGZHANGZHAIQUANA
9781,253061,GLAXXZZZQB,国联安信心增长债券B,债券型,GUOLIANANXINXINZENGZHANGZHAIQUANB
9782,255010,GLAWJHH,国联安稳健混合,混合型,GUOLIANANWENJIANHUNHE
9783,257010,GLAXPJXHH,国联安小盘精选混合,混合型,GUOLIANANXIAOPANJINGXUANHUNHE
9784,257020,GLAJXHH,国联安精选混合,混合型,GUOLIANANJINGXUANHUNHE
9785,257021,GLAJXHH,国联安精选混合(后端),混合型,GUOLIANANJINGXUANHUNHE
9786,257030,GLAYSHH,国联安优势混合,混合型,GUOLIANANYOUSHIHUNHE
9787,257031,GLAYSHH,国联安优势混合(后端),混合型,GUOLIANANYOUSHIHUNHE
9788,257040,GLAHLHH,国联安红利混合,混合型,GUOLIANANHONGLIHUNHE
9789,257041,GLAHLHH,国联安红利混合(后端),混合型,GUOLIANANHONGLIHUNHE
9790,257050,GLAZTQDHH,国联安主题驱动混合,混合型,GUOLIANANZHUTIQUDONGHUNHE
9791,257060,GLASZSPETFLJ,国联安上证商品ETF联接,联接基金,GUOLIANANSHANGZHENGSHANGPINETFLIANJIE
9792,257070,GLAYXHYHH,国联安优选行业混合,混合型,GUOLIANANYOUXUANHANGYEHUNHE
9793,260101,JSCCYXHH,景顺长城优选混合,混合型,JINGSHUNCHANGCHENGYOUXUANHUNHE
9794,260102,JSHBA,景顺货币A,货币型,JINGSHUNHUOBIA
9795,260103,JSCCDLPHHH,景顺长城动力平衡混合,混合型,JINGSHUNCHANGCHENGDONGLIPINGHENGHUNHE
9796,260104,JSCCNXZZHH,景顺长城内需增长混合,混合型,JINGSHUNCHANGCHENGNEIXUZENGZHANGHUNHE
9797,260108,JSCCXXCZHH,景顺长城新兴成长混合,混合型,JINGSHUNCHANGCHENGXINXINGCHENGZHANGHUNHE
9798,260109,JSCCNXEHHH,景顺长城内需贰号混合,混合型,JINGSHUNCHANGCHENGNEIXUERHAOHUNHE
9799,260110,JSCCJXLCHH,景顺长城精选蓝筹混合,混合型,JINGSHUNCHANGCHENGJINGXUANLANCHOUHUNHE
9800,260111,JSCCGSZLHH,景顺长城公司治理混合,混合型,JINGSHUNCHANGCHENGGONGSIZHILIHUNHE
9801,260112,JSCCNYJJHH,景顺长城能源基建混合,混合型,JINGSHUNCHANGCHENGNENGYUANJIJIANHUNHE
9802,260115,JSCCZXPHH,景顺长城中小盘混合,混合型,JINGSHUNCHANGCHENGZHONGXIAOPANHUNHE
9803,260116,JSCCHXJZLHHA,景顺长城核心竞争力混合A,混合型,JINGSHUNCHANGCHENGHEXINJINGZHENGLIHUNHEA
9804,260117,JSCCZZCYHH,景顺长城支柱产业混合,混合型,JINGSHUNCHANGCHENGZHIZHUCHANYEHUNHE
9805,260202,JSHBB,景顺货币B,货币型,JINGSHUNHUOBIB
9806,261001,JSCCWDSYZQA,景顺长城稳定收益债券A,债券型,JINGSHUNCHANGCHENGWENDINGSHOUYIZHAIQUANA
9807,261002,JSCCYXZLZQA,景顺长城优信增利债券A,债券型,JINGSHUNCHANGCHENGYOUXINZENGLIZHAIQUANA
9808,261101,JSCCWDSYZQC,景顺长城稳定收益债券C,债券型,JINGSHUNCHANGCHENGWENDINGSHOUYIZHAIQUANC
9809,261102,JSCCYXZLZQC,景顺长城优信增利债券C,债券型,JINGSHUNCHANGCHENGYOUXINZENGLIZHAIQUANC
9810,262001,JSCCDZHHH,景顺长城大中华混合,QDII,JINGSHUNCHANGCHENGDAZHONGHUAHUNHE
9811,270001,GFJFHH,广发聚富混合,混合型,GUANGFAJUFUHUNHE
9812,270002,GFWJZZHHA,广发稳健增长混合A,混合型,GUANGFAWENJIANZENGZHANGHUNHEA
9813,270004,GFHBA,广发货币A,货币型,GUANGFAHUOBIA
9814,270005,GFJFHHA,广发聚丰混合A,混合型,GUANGFAJUFENGHUNHEA
9815,270006,GFCLYXHH,广发策略优选混合,混合型,GUANGFACELUEYOUXUANHUNHE
9816,270007,GFDPCZHH,广发大盘成长混合,混合型,GUANGFADAPANCHENGZHANGHUNHE
9817,270008,GFHXJXHH,广发核心精选混合,混合型,GUANGFAHEXINJINGXUANHUNHE
9818,270009,GFZQZQ,广发增强债券,债券型,GUANGFAZENGQIANGZHAIQUAN
9819,270010,GFHS300ETFLJA,广发沪深300ETF联接A,联接基金,GUANGFAHUSHEN300ETFLIANJIEA
9820,270011,GFJFHH,广发聚富混合(后端),混合型,GUANGFAJUFUHUNHE
9821,270012,GFWJZZHHA,广发稳健增长混合A(后端),混合型,GUANGFAWENJIANZENGZHANGHUNHEA
9822,270014,GFHBB,广发货币B,货币型,GUANGFAHUOBIB
9823,270015,GFJFHHA,广发聚丰混合A(后端),混合型,GUANGFAJUFENGHUNHEA
9824,270016,GFCLYXHH,广发策略优选混合(后端),混合型,GUANGFACELUEYOUXUANHUNHE
9825,270017,GFDPCZHH,广发大盘成长混合(后端),混合型,GUANGFADAPANCHENGZHANGHUNHE
9826,270020,GFHS300ETFLJA,广发沪深300ETF联接A(后端),联接基金,GUANGFAHUSHEN300ETFLIANJIEA
9827,270021,GFJRHHA,广发聚瑞混合A,混合型,GUANGFAJURUIHUNHEA
9828,270022,GFNXZZHH,广发内需增长混合,混合型,GUANGFANEIXUZENGZHANGHUNHE
9829,270023,GFQQJXGPQDII,广发全球精选股票(QDII),QDII,GUANGFAQUANQIUJINGXUANGUPIAOQDII
9830,270025,GFHYLXHHA,广发行业领先混合A,混合型,GUANGFAHANGYELINGXIANHUNHEA
9831,270026,GFZXB300LJ,广发中小板300联接,联接基金,GUANGFAZHONGXIAOBAN300LIANJIE
9832,270028,GFZZYJXHHA,广发制造业精选混合A,混合型,GUANGFAZHIZAOYEJINGXUANHUNHEA
9833,270029,GFJCXYZQA,广发聚财信用债券A,债券型,GUANGFAJUCAIXINYONGZHAIQUANA
9834,270030,GFJCXYZQB,广发聚财信用债券B,债券型,GUANGFAJUCAIXINYONGZHAIQUANB
9835,270036,GFZXB300LJ,广发中小板300联接(后端),联接基金,GUANGFAZHONGXIAOBAN300LIANJIE
9836,270041,GFXFPJXHHA,广发消费品精选混合A,混合型,GUANGFAXIAOFEIPINJINGXUANHUNHEA
9837,270042,GFNSDK100ZSA,广发纳斯达克100指数A,QDII-指数,GUANGFANASIDAKE100ZHISHUA
9838,270043,GFLCNNHZQ,广发理财年年红债券,定开债券,GUANGFALICAINIANNIANHONGZHAIQUAN
9839,270044,GFSZTLZQA,广发双债添利债券A,债券型,GUANGFASHUANGZHAITIANLIZHAIQUANA
9840,270045,GFSZTLZQC,广发双债添利债券C,债券型,GUANGFASHUANGZHAITIANLIZHAIQUANC
9841,270046,GFJRCZ,广发景荣纯债,债券型,GUANGFAJINGRONGCHUNZHAI
9842,270047,GFLC30TZQB,广发理财30天债券B,理财型,GUANGFALICAI30TIANZHAIQUANB
9843,270048,GFCZZQA,广发纯债债券A,债券型,GUANGFACHUNZHAIZHAIQUANA
9844,270049,GFCZZQC,广发纯债债券C,债券型,GUANGFACHUNZHAIZHAIQUANC
9845,270050,GFXJJHHA,广发新经济混合A,混合型,GUANGFAXINJINGJIHUNHEA
9846,288001,HXJDHH,华夏经典混合,混合型,HUAXIAJINGDIANHUNHE
9847,288002,HXSRHH,华夏收入混合,混合型,HUAXIASHOURUHUNHE
9848,288101,HXHBA,华夏货币A,货币型,HUAXIAHUOBIA
9849,288102,HXWDSLZQC,华夏稳定双利债券C,债券型,HUAXIAWENDINGSHUANGLIZHAIQUANC
9850,288201,HXHBB,华夏货币B,货币型,HUAXIAHUOBIB
9851,290001,TXTTSYHBA,泰信天天收益货币A,货币型,TAIXINTIANTIANSHOUYIHUOBIA
9852,290002,TXXXCLHH,泰信先行策略混合,混合型,TAIXINXIANXINGCELUEHUNHE
9853,290003,TXSXSLZQ,泰信双息双利债券,债券型,TAIXINSHUANGXISHUANGLIZHAIQUAN
9854,290004,TXYZSHHH,泰信优质生活混合,混合型,TAIXINYOUZHISHENGHUOHUNHE
9855,290005,TXYSZZHH,泰信优势增长混合,混合型,TAIXINYOUSHIZENGZHANGHUNHE
9856,290006,TXLCJXHH,泰信蓝筹精选混合,混合型,TAIXINLANCHOUJINGXUANHUNHE
9857,290007,TXZQZQSYA,泰信债券增强收益A,债券型,TAIXINZHAIQUANZENGQIANGSHOUYIA
9858,290008,TXFZZTHH,泰信发展主题混合,混合型,TAIXINFAZHANZHUTIHUNHE
9859,290009,TXZQHBZQ,泰信周期回报债券,债券型,TAIXINZHOUQIHUIBAOZHAIQUAN
9860,290010,TXZZ200ZS,泰信中证200指数,股票指数,TAIXINZHONGZHENG200ZHISHU
9861,290011,TXZXPJXHH,泰信中小盘精选混合,混合型,TAIXINZHONGXIAOPANJINGXUANHUNHE
9862,290012,TXHYJXHHA,泰信行业精选混合A,混合型,TAIXINHANGYEJINGXUANHUNHEA
9863,290014,TXXDFWYHH,泰信现代服务业混合,混合型,TAIXINXIANDAIFUWUYEHUNHE
9864,291007,TXZQZQSYC,泰信债券增强收益C,债券型,TAIXINZHAIQUANZENGQIANGSHOUYIC
9865,310308,SWLXSLJXHH,申万菱信盛利精选混合,混合型,SHENWANLINGXINSHENGLIJINGXUANHUNHE
9866,310318,SWLXHS300ZSZQA,申万菱信沪深300指数增强A,股票指数,SHENWANLINGXINHUSHEN300ZHISHUZENGQIANGA
9867,310328,SWLXXDLHH,申万菱信新动力混合,混合型,SHENWANLINGXINXINDONGLIHUNHE
9868,310338,SWLXSYBHBA,申万菱信收益宝货币A,货币型,SHENWANLINGXINSHOUYIBAOHUOBIA
9869,310339,SWLXSYBHBB,申万菱信收益宝货币B,货币型,SHENWANLINGXINSHOUYIBAOHUOBIB
9870,310358,SWLXXJJHH,申万菱信新经济混合,混合型,SHENWANLINGXINXINJINGJIHUNHE
9871,310368,SWLXJZYSHH,申万菱信竞争优势混合,混合型,SHENWANLINGXINJINGZHENGYOUSHIHUNHE
9872,310388,SWLXXFZZHH,申万菱信消费增长混合,混合型,SHENWANLINGXINXIAOFEIZENGZHANGHUNHE
9873,310398,SWLXHS300JZZSA,申万菱信沪深300价值指数A,股票指数,SHENWANLINGXINHUSHEN300JIAZHIZHISHUA
9874,310508,SWLXWYBZQ,申万菱信稳益宝债券,债券型,SHENWANLINGXINWENYIBAOZHAIQUAN
9875,310518,SWLXKZZZQ,申万菱信可转债债券,债券型,SHENWANLINGXINKEZHUANZHAIZHAIQUAN
9876,320001,NAPHHH,诺安平衡混合,混合型,NUOANPINGHENGHUNHE
9877,320002,NAHBA,诺安货币A,货币型,NUOANHUOBIA
9878,320003,NAXFHH,诺安先锋混合,混合型,NUOANXIANFENGHUNHE
9879,320004,NAYHSYZQ,诺安优化收益债券,债券型,NUOANYOUHUASHOUYIZHAIQUAN
9880,320005,NAJZZZHH,诺安价值增长混合,混合型,NUOANJIAZHIZENGZHANGHUNHE
9881,320006,NALHPZHH,诺安灵活配置混合,混合型,NUOANLINGHUOPEIZHIHUNHE
9882,320007,NACZHH,诺安成长混合,混合型,NUOANCHENGZHANGHUNHE
9883,320008,NAZLZQA,诺安增利债券A,债券型,NUOANZENGLIZHAIQUANA
9884,320009,NAZLZQB,诺安增利债券B,债券型,NUOANZENGLIZHAIQUANB
9885,320010,NAZZ100ZS,诺安中证100指数,股票指数,NUOANZHONGZHENG100ZHISHU
9886,320011,NAZXPJXHH,诺安中小盘精选混合,混合型,NUOANZHONGXIAOPANJINGXUANHUNHE
9887,320012,NAZTJXHH,诺安主题精选混合,混合型,NUOANZHUTIJINGXUANHUNHE
9888,320013,NAQQHJ,诺安全球黄金,QDII,NUOANQUANQIUHUANGJIN
9889,320014,NAHS300ZSZQ,诺安沪深300指数增强,股票指数,NUOANHUSHEN300ZHISHUZENGQIANG
9890,320015,NAHYLDHH,诺安行业轮动混合,混合型,NUOANHANGYELUNDONGHUNHE
9891,320016,NADCLHH,诺安多策略混合,混合型,NUOANDUOCELUEHUNHE
9892,320017,NAQQSYBDC,诺安全球收益不动产,QDII,NUOANQUANQIUSHOUYIBUDONGCHAN
9893,320018,NAXDLHH,诺安新动力混合,混合型,NUOANXINDONGLIHUNHE
9894,320019,NAHBB,诺安货币B,货币型,NUOANHUOBIB
9895,320020,NACLJXGP,诺安策略精选股票,股票型,NUOANCELUEJINGXUANGUPIAO
9896,320021,NASLZQFQ,诺安双利债券发起,债券型,NUOANSHUANGLIZHAIQUANFAQI
9897,320022,NAYJJXGP,诺安研究精选股票,股票型,NUOANYANJIUJINGXUANGUPIAO
9898,340001,XQKZZHH,兴全可转债混合,混合型,XINGQUANKEZHUANZHAIHUNHE
9899,340005,XQHBA,兴全货币A,货币型,XINGQUANHUOBIA
9900,340006,XQQQSYGP,兴全全球视野股票,股票型,XINGQUANQUANQIUSHIYEGUPIAO
9901,340007,XQSHZRHH,兴全社会责任混合,混合型,XINGQUANSHEHUIZERENHUNHE
9902,340008,XQYJZZHH,兴全有机增长混合,混合型,XINGQUANYOUJIZENGZHANGHUNHE
9903,340009,XQPWZLZQA,兴全磐稳增利债券A,债券型,XINGQUANPANWENZENGLIZHAIQUANA
9904,350001,TZCFZZHH,天治财富增长混合,混合型,TIANZHICAIFUZENGZHANGHUNHE
9905,350002,TZDTJJHH,天治低碳经济混合,混合型,TIANZHIDITANJINGJIHUNHE
9906,350004,TZTDLHBA,天治天得利货币A,货币型,TIANZHITIANDELIHUOBIA
9907,350005,TZZGZZ2025,天治中国制造2025,混合型,TIANZHIZHONGGUOZHIZAO2025
9908,350006,TZWJSYZQ,天治稳健双盈债券,债券型,TIANZHIWENJIANSHUANGYINGZHAIQUAN
9909,350007,TZQSJXHH,天治趋势精选混合,混合型,TIANZHIQUSHIJINGXUANHUNHE
9910,350008,TZXXFHH,天治新消费混合,混合型,TIANZHIXINXIAOFEIHUNHE
9911,350009,TZYJQDHHA,天治研究驱动混合A,混合型,TIANZHIYANJIUQUDONGHUNHEA
9912,360001,GDLHGP,光大量化股票,股票型,GUANGDALIANGHUAGUPIAO
9913,360003,GDBDXHBA,光大保德信货币A,货币型,GUANGDABAODEXINHUOBIA
9914,360005,GDHLHH,光大红利混合,混合型,GUANGDAHONGLIHUNHE
9915,360006,GDXZZHH,光大新增长混合,混合型,GUANGDAXINZENGZHANGHUNHE
9916,360007,GDYSPZHH,光大优势配置混合,混合型,GUANGDAYOUSHIPEIZHIHUNHE
9917,360008,GDZLSYZQA,光大增利收益债券A,债券型,GUANGDAZENGLISHOUYIZHAIQUANA
9918,360009,GDZLSYZQC,光大增利收益债券C,债券型,GUANGDAZENGLISHOUYIZHAIQUANC
9919,360010,GDJHJXHH,光大均衡精选混合,混合型,GUANGDAJUNHENGJINGXUANHUNHE
9920,360011,GDDTYXHH,光大动态优选混合,混合型,GUANGDADONGTAIYOUXUANHUNHE
9921,360012,GDZXPHH,光大中小盘混合,混合型,GUANGDAZHONGXIAOPANHUNHE
9922,360013,GDXYTYZQA,光大信用添益债券A,债券型,GUANGDAXINYONGTIANYIZHAIQUANA
9923,360014,GDXYTYZQC,光大信用添益债券C,债券型,GUANGDAXINYONGTIANYIZHAIQUANC
9924,360016,GDHYLDHH,光大行业轮动混合,混合型,GUANGDAHANGYELUNDONGHUNHE
9925,360019,GDTTYWNDKZ,光大添天盈五年定开债,定开债券,GUANGDATIANTIANYINGWUNIANDINGKAIZHAI
9926,370010,STMGHBA,上投摩根货币A,货币型,SHANGTOUMOGENHUOBIA
9927,370011,STMGHBB,上投摩根货币B,货币型,SHANGTOUMOGENHUOBIB
9928,370021,STMGFHTLZQA,上投摩根分红添利债券A,债券型,SHANGTOUMOGENFENHONGTIANLIZHAIQUANA
9929,370022,STMGFHTLZQB,上投摩根分红添利债券B,债券型,SHANGTOUMOGENFENHONGTIANLIZHAIQUANB
9930,370023,STMGZZXFFWZS,上投摩根中证消费服务指数,股票指数,SHANGTOUMOGENZHONGZHENGXIAOFEIFUWUZHISHU
9931,370024,STMGHXYXHH,上投摩根核心优选混合,混合型,SHANGTOUMOGENHEXINYOUXUANHUNHE
9932,370027,STMGZX30HH,上投摩根智选30混合,混合型,SHANGTOUMOGENZHIXUAN30HUNHE
9933,371020,STMGCZZQA,上投摩根纯债债券A,债券型,SHANGTOUMOGENCHUNZHAIZHAIQUANA
9934,371120,STMGCZZQB,上投摩根纯债债券B,债券型,SHANGTOUMOGENCHUNZHAIZHAIQUANB
9935,372010,STMGQHHBZQA,上投摩根强化回报债券A,债券型,SHANGTOUMOGENQIANGHUAHUIBAOZHAIQUANA
9936,372110,STMGQHHBZQB,上投摩根强化回报债券B,债券型,SHANGTOUMOGENQIANGHUAHUIBAOZHAIQUANB
9937,373010,STMGSXPHHHA,上投摩根双息平衡混合A,混合型,SHANGTOUMOGENSHUANGXIPINGHENGHUNHEA
9938,373020,STMGSHPHHH,上投摩根双核平衡混合,混合型,SHANGTOUMOGENSHUANGHEPINGHENGHUNHE
9939,375010,STMGZGYSHH,上投摩根中国优势混合,混合型,SHANGTOUMOGENZHONGGUOYOUSHIHUNHE
9940,376510,STMGDPLCGP,上投摩根大盘蓝筹股票,股票型,SHANGTOUMOGENDAPANLANCHOUGUPIAO
9941,377010,STMGAEFHH,上投摩根阿尔法混合,混合型,SHANGTOUMOGENAERFAHUNHE
9942,377016,STMGYTYSHH,上投摩根亚太优势混合,QDII,SHANGTOUMOGENYATAIYOUSHIHUNHE
9943,377020,STMGNXDLHH,上投摩根内需动力混合,混合型,SHANGTOUMOGENNEIXUDONGLIHUNHE
9944,377150,STMGJKPZSHHH,上投摩根健康品质生活混合,混合型,SHANGTOUMOGENJIANKANGPINZHISHENGHUOHUNHE
9945,377240,STMGXXDLHHA,上投摩根新兴动力混合A,混合型,SHANGTOUMOGENXINXINGDONGLIHUNHEA
9946,377530,STMGHYLDHHA,上投摩根行业轮动混合A,混合型,SHANGTOUMOGENHANGYELUNDONGHUNHEA
9947,378006,STMGQQXXSCHH,上投摩根全球新兴市场混合,QDII,SHANGTOUMOGENQUANQIUXINXINGSHICHANGHUNHE
9948,378010,STMGCZXFHH,上投摩根成长先锋混合,混合型,SHANGTOUMOGENCHENGZHANGXIANFENGHUNHE
9949,378546,STMGQQTRZYHH,上投摩根全球天然资源混合,QDII,SHANGTOUMOGENQUANQIUTIANRANZIYUANHUNHE
9950,379010,STMGZXPHH,上投摩根中小盘混合,混合型,SHANGTOUMOGENZHONGXIAOPANHUNHE
9951,380005,ZYCZZQA,中银纯债债券A,债券型,ZHONGYINCHUNZHAIZHAIQUANA
9952,380006,ZYCZZQC,中银纯债债券C,债券型,ZHONGYINCHUNZHAIZHAIQUANC
9953,380007,ZYLC7TZQA,中银理财7天债券A,理财型,ZHONGYINLICAI7TIANZHAIQUANA
9954,380008,ZYLC7TZQB,中银理财7天债券B,理财型,ZHONGYINLICAI7TIANZHAIQUANB
9955,380009,ZYTLZQFQA,中银添利债券发起A,债券型,ZHONGYINTIANLIZHAIQUANFAQIA
9956,380010,ZYJXZQA,中银聚享债券A,债券型,ZHONGYINJUXIANGZHAIQUANA
9957,380011,ZYJXZQB,中银聚享债券B,债券型,ZHONGYINJUXIANGZHAIQUANB
9958,392001,ZHHBA,中海货币A,货币型,ZHONGHAIHUOBIA
9959,392002,ZHHBB,中海货币B,货币型,ZHONGHAIHUOBIB
9960,393001,ZHYSJXLHPZHH,中海优势精选灵活配置混合,混合型,ZHONGHAIYOUSHIJINGXUANLINGHUOPEIZHIHUNHE
9961,395001,ZHWJSYZQ,中海稳健收益债券,债券型,ZHONGHAIWENJIANSHOUYIZHAIQUAN
9962,395011,ZHZQSYZQA,中海增强收益债券A,债券型,ZHONGHAIZENGQIANGSHOUYIZHAIQUANA
9963,395012,ZHZQSYZQC,中海增强收益债券C,债券型,ZHONGHAIZENGQIANGSHOUYIZHAIQUANC
9964,398001,ZHYZCZHH,中海优质成长混合,混合型,ZHONGHAIYOUZHICHENGZHANGHUNHE
9965,398002,ZHYZCZHH,中海优质成长混合(后端),混合型,ZHONGHAIYOUZHICHENGZHANGHUNHE
9966,398011,ZHFHZLHH,中海分红增利混合,混合型,ZHONGHAIFENHONGZENGLIHUNHE
9967,398012,ZHFHZLHH,中海分红增利混合(后端),混合型,ZHONGHAIFENHONGZENGLIHUNHE
9968,398021,ZHNYCLHH,中海能源策略混合,混合型,ZHONGHAINENGYUANCELUEHUNHE
9969,398031,ZHLCHH,中海蓝筹混合,混合型,ZHONGHAILANCHOUHUNHE
9970,398041,ZHLHCLHH,中海量化策略混合,混合型,ZHONGHAILIANGHUACELUEHUNHE
9971,398051,ZHHBXNYHH,中海环保新能源混合,混合型,ZHONGHAIHUANBAOXINNENGYUANHUNHE
9972,398061,ZHXFHH,中海消费混合,混合型,ZHONGHAIXIAOFEIHUNHE
9973,399001,ZHSZ50ZSZQ,中海上证50指数增强,股票指数,ZHONGHAISHANGZHENG50ZHISHUZENGQIANG
9974,399011,ZHYLBJZTGP,中海医疗保健主题股票,股票型,ZHONGHAIYILIAOBAOJIANZHUTIGUPIAO
9975,400001,DFLHH,东方龙混合,混合型,DONGFANGLONGHUNHE
9976,400003,DFJXHH,东方精选混合,混合型,DONGFANGJINGXUANHUNHE
9977,400004,DFJXHH,东方精选混合(后端),混合型,DONGFANGJINGXUANHUNHE
9978,400005,DFJZBHBA,东方金账簿货币A,货币型,DONGFANGJINZHANGBUHUOBIA
9979,400006,DFJZBHBB,东方金账簿货币B,货币型,DONGFANGJINZHANGBUHUOBIB
9980,400007,DFCLCZHH,东方策略成长混合,混合型,DONGFANGCELUECHENGZHANGHUNHE
9981,400008,DFCLCZHH,东方策略成长混合(后端),混合型,DONGFANGCELUECHENGZHANGHUNHE
9982,400009,DFWJHBZQA,东方稳健回报债券A,债券型,DONGFANGWENJIANHUIBAOZHAIQUANA
9983,400011,DFHXDLHH,东方核心动力混合,混合型,DONGFANGHEXINDONGLIHUNHE
9984,400012,DFHXDLHH,东方核心动力混合(后端),混合型,DONGFANGHEXINDONGLIHUNHE
9985,400013,DFCZSYLHPZHHA,东方成长收益灵活配置混合A,混合型,DONGFANGCHENGZHANGSHOUYILINGHUOPEIZHIHUNHEA
9986,400015,DFXNYQCHH,东方新能源汽车混合,混合型,DONGFANGXINNENGYUANQICHEHUNHE
9987,400016,DFQHSYZQ,东方强化收益债券,债券型,DONGFANGQIANGHUASHOUYIZHAIQUAN
9988,400020,DFCZHBPHHH,东方成长回报平衡混合,混合型,DONGFANGCHENGZHANGHUIBAOPINGHENGHUNHE
9989,400023,DFDCLLHPZHHA,东方多策略灵活配置混合A,混合型,DONGFANGDUOCELUELINGHUOPEIZHIHUNHEA
9990,400025,DFXXCZHH,东方新兴成长混合,混合型,DONGFANGXINXINGCHENGZHANGHUNHE
9991,400027,DFSZTLZQA,东方双债添利债券A,债券型,DONGFANGSHUANGZHAITIANLIZHAIQUANA
9992,400029,DFSZTLZQC,东方双债添利债券C,债券型,DONGFANGSHUANGZHAITIANLIZHAIQUANC
9993,400030,DFTYZQ,东方添益债券,债券型,DONGFANGTIANYIZHAIQUAN
9994,400032,DFZTJXHH,东方主题精选混合,混合型,DONGFANGZHUTIJINGXUANHUNHE
9995,410001,HFJZLYXHH,华富竞争力优选混合,混合型,HUAFUJINGZHENGLIYOUXUANHUNHE
9996,410002,HFHBA,华富货币A,货币型,HUAFUHUOBIA
9997,410003,HFCZQSHH,华富成长趋势混合,混合型,HUAFUCHENGZHANGQUSHIHUNHE
9998,410004,HFSYZQZQA,华富收益增强债券A,债券型,HUAFUSHOUYIZENGQIANGZHAIQUANA
9999,410005,HFSYZQZQB,华富收益增强债券B,债券型,HUAFUSHOUYIZENGQIANGZHAIQUANB
10000,410006,HFCLJXHH,华富策略精选混合,混合型,HUAFUCELUEJINGXUANHUNHE
10001,410007,HFJZZZHH,华富价值增长混合,混合型,HUAFUJIAZHIZENGZHANGHUNHE
10002,410008,HFZZ100ZS,华富中证100指数,股票指数,HUAFUZHONGZHENG100ZHISHU
10003,410009,HFLZSMLHH,华富量子生命力混合,混合型,HUAFULIANGZISHENGMINGLIHUNHE
10004,410010,HFZXBZSZQ,华富中小板指数增强,股票指数,HUAFUZHONGXIAOBANZHISHUZENGQIANG
10005,420001,THJXHH,天弘精选混合,混合型,TIANHONGJINGXUANHUNHE
10006,420002,THYLZQA,天弘永利债券A,债券型,TIANHONGYONGLIZHAIQUANA
10007,420003,THYDJZCZHH,天弘永定价值成长混合,混合型,TIANHONGYONGDINGJIAZHICHENGZHANGHUNHE
10008,420005,THZQCLHH,天弘周期策略混合,混合型,TIANHONGZHOUQICELUEHUNHE
10009,420006,THXJGJHBA,天弘现金管家货币A,货币型,TIANHONGXIANJINGUANJIAHUOBIA
10010,420008,THZQFQSA,天弘债券发起式A,债券型,TIANHONGZHAIQUANFAQISHIA
10011,420009,THAKYYHHA,天弘安康颐养混合A,混合型,TIANHONGANKANGYIYANGHUNHEA
10012,420102,THYLZQB,天弘永利债券B,债券型,TIANHONGYONGLIZHAIQUANB
10013,420106,THXJGJHBB,天弘现金管家货币B,货币型,TIANHONGXIANJINGUANJIAHUOBIB
10014,420108,THZQFQSB,天弘债券发起式B,债券型,TIANHONGZHAIQUANFAQISHIB
10015,450001,GFZGSYHH,国富中国收益混合,混合型,GUOFUZHONGGUOSHOUYIHUNHE
10016,450002,GFTXSZHH,国富弹性市值混合,混合型,GUOFUTANXINGSHIZHIHUNHE
10017,450003,GFQLZHHHA,国富潜力组合混合A,混合型,GUOFUQIANLIZUHEHUNHEA
10018,450004,GFSHJZHH,国富深化价值混合,混合型,GUOFUSHENHUAJIAZHIHUNHE
10019,450005,GFQHSYZQA,国富强化收益债券A,债券型,GUOFUQIANGHUASHOUYIZHAIQUANA
10020,450006,GFQHSYZQC,国富强化收益债券C,债券型,GUOFUQIANGHUASHOUYIZHAIQUANC
10021,450007,GFCZDLHH,国富成长动力混合,混合型,GUOFUCHENGZHANGDONGLIHUNHE
10022,450008,GFHS300ZSZQ,国富沪深300指数增强,股票指数,GUOFUHUSHEN300ZHISHUZENGQIANG
10023,450009,GFZXPGP,国富中小盘股票,股票型,GUOFUZHONGXIAOPANGUPIAO
10024,450010,GFCLHBHH,国富策略回报混合,混合型,GUOFUCELUEHUIBAOHUNHE
10025,450011,GFYJJXHH,国富研究精选混合,混合型,GUOFUYANJIUJINGXUANHUNHE
10026,450018,GFHJXYZQA,国富恒久信用债券A,债券型,GUOFUHENGJIUXINYONGZHAIQUANA
10027,450019,GFHJXYZQC,国富恒久信用债券C,债券型,GUOFUHENGJIUXINYONGZHAIQUANC
10028,457001,GFYZJHGPQDII,国富亚洲机会股票(QDII),QDII,GUOFUYAZHOUJIHUIGUPIAOQDII
10029,460001,HTBRSSZGHH,华泰柏瑞盛世中国混合,混合型,HUATAIBAIRUISHENGSHIZHONGGUOHUNHE
10030,460002,HTBRJJCZHHA,华泰柏瑞积极成长混合A,混合型,HUATAIBAIRUIJIJICHENGZHANGHUNHEA
10031,460003,HTBRWBZLZQB,华泰柏瑞稳本增利债券B,债券型,HUATAIBAIRUIWENBENZENGLIZHAIQUANB
10032,460005,HTBRJZZZHHA,华泰柏瑞价值增长混合A,混合型,HUATAIBAIRUIJIAZHIZENGZHANGHUNHEA
10033,460006,HTBRHBA,华泰柏瑞货币A,货币型,HUATAIBAIRUIHUOBIA
10034,460007,HTBRHYLXHH,华泰柏瑞行业领先混合,混合型,HUATAIBAIRUIHANGYELINGXIANHUNHE
